	RT	std2	relation.id	relation.ship
296.9649817902683	3.10548996925354	6943.4755859375	0	M+H
140.96153396877276	4.557010173797607	3070.003173828125	1	M+H
183.00724830235265	8.918580055236816	2518.77685546875	2	M+H
88.50904140365003	4.557010173797607	8709.451171875	3	M+H
139.96297447019185	6.010260105133057	4592.1796875	4	M+H
210.94924164397207	11.82610034942627	2557.306640625	5	M+H
122.510520913845	17.663000106811523	3308.56689453125	6	M+H
227.16393098096097	19.127399444580078	1810.0008544921875	7	M+H
155.97396361674174	1.6497199535369873	6292.16064453125	8	M+H
90.0083838540195	4.557010173797607	8510.3525390625	9	M+H
81.51498187923285	29.340499877929688	2411.859375	10	M+H
86.5176598553286	27.880599975585938	3201.7197265625	11	M+H
183.98819667349264	1.6497199535369873	33011.83984375	4133	M+HC13
287.8883978825309	3.10548996925354	12958.091796875	13	M+H
348.8943188334296	38.09749984741211	1525.1256103515625	14	M+H
102.04725183482738	27.880599975585938	5394.19921875	15	M+H
325.9545383121559	49.78559875488281	2210.6728515625	16	M+H
273.95417353862496	43.937801361083984	2213.724609375	17	M+H
130.12265130430814	49.78559875488281	1235.387939453125	18	M+H
144.10170631023715	48.32419967651367	1703.7012939453125	19	M+H
205.0855562249774	52.70209884643555	2565.013427734375	20	M+H
81.51904050283585	52.70209884643555	2041.5374755859375	21	M+H
176.98009628745373	57.07279968261719	3301.890380859375	22	M+H
74.0334777824004	36.64120101928711	1850.5556640625	23	M+H
84.10536775230607	55.61819839477539	1177.0614013671875	24	M+H
169.08576416188637	59.984100341796875	1539.1654052734375	25	M+H
167.0263725581353	62.8931999206543	2763.4970703125	26	M+H
115.0170309983648	1.6497199535369873	16045.6455078125	27	M+H
437.9088153402301	58.529701232910156	2958.3837890625	28	M+H
105.00313161575855	4.557010173797607	5406.06005859375	29	M+H
284.9280551737002	59.984100341796875	1904.1326904296875	30	M+H
102.97007173835323	42.479801177978516	6406.912109375	31	M+H
102.97006681810441	27.880599975585938	6206.4228515625	32	M+H
116.5240383597711	3.10548996925354	17629.24609375	33	M+H
136.9529688144811	45.40190124511719	5842.38623046875	34	M+H
136.95299229083685	27.880599975585938	5953.7060546875	35	M+H
102.09772262881997	58.529701232910156	3144.757568359375	36	M+H
148.97548826628608	48.32419967651367	8331.669921875	37	M+H
148.9754760764394	8.918580055236816	8786.146484375	38	M+H
170.95738054207655	32.258201599121094	10181.40625	39	M+H
190.0020191986666	61.4370002746582	9533.0048828125	40	M+H
190.001946106685	8.918580055236816	8426.09375	38	M+ACN+H
190.00205281691734	49.78559875488281	7712.90673828125	37	M+ACN+H
217.10689095779506	65.81400299072266	8821.8759765625	43	M+H
101.0961162822314	7.465559959411621	7443.5361328125	44	M+H
101.09615659879977	59.984100341796875	6593.5771484375	45	M+H
102.060585022328	64.35479736328125	3584.8671875	46	M+H
150.0139428485436	38.09749984741211	7539.94921875	47	M+H
150.01395620153139	16.2007999420166	6404.740234375	48	M+H
162.00710957074816	65.81400299072266	7677.08984375	49	M+H
162.0070968364316	4.557010173797607	6929.13720703125	53	M+ACN+H
186.14852872252885	61.4370002746582	5465.3955078125	51	M+H
120.98073385150356	55.61819839477539	15573.24609375	52	M+H
120.98073474321626	8.918580055236816	16599.30859375	53	M+H
128.01905633075572	58.529701232910156	25418.3828125	54	M+H
171.0624840375911	19.127399444580078	7387.5595703125	55	M+H
171.06249763891114	59.984100341796875	7065.228515625	56	M+H
272.94420630126035	71.63520050048828	5428.7841796875	57	M+H
124.09665852817676	19.127399444580078	9777.0751953125	58	M+H
124.09666990778194	48.32419967651367	9740.419921875	59	M+H
124.09666445118037	29.340499877929688	9450.208984375	60	M+H
159.9689480035658	1.6497199535369873	78146.671875	61	M+H
159.96892315828	45.40190124511719	26184.443359375	62	M+H
204.95677143395034	48.32419967651367	7351.73828125	63	M+H
204.95671101551716	20.58989906311035	6653.11474609375	64	M+H
167.00029452532092	90.61859893798828	3327.506591796875	65	M+H
177.0067808882456	57.07279968261719	10784.1435546875	66	M+H
171.99147780990538	27.880599975585938	53405.3984375	67	M+H
171.9914590182127	33.72019958496094	50584.1328125	68	M+H
311.9439136492478	76.01280212402344	4480.26318359375	69	M+H
129.05202238256902	24.965599060058594	35972.95703125	70	M+H
129.0520157073176	61.4370002746582	39147.21875	71	M+H
143.99665614260127	22.049100875854492	67861.125	72	M+H
143.99665441456526	42.479801177978516	67643.8359375	73	M+H
93.05462415743071	11.82610034942627	19897.697265625	74	M+H
93.05461989843967	42.479801177978516	21209.697265625	75	M+H
181.61786708284595	81.841796875	2279.4794921875	76	M+H
272.9970121878685	74.55660247802734	2565.473876953125	77	M+H
94.0696335412944	74.55660247802734	2865.722900390625	78	M+H
186.00705042249592	32.258201599121094	7037.85546875	79	M+H
186.00706760878035	49.78559875488281	7584.1943359375	80	M+H
309.20321663060776	11.82610034942627	21830.16015625	81	M+H
309.2032660409733	49.78559875488281	21890.873046875	82	M+H
364.34184577571204	87.68340301513672	2411.0107421875	83	M+H
796.5523457683521	89.14739990234375	18172.462890625	84	M+H
83.04647799135702	86.21759796142578	7136.4619140625	85	M+H
115.11158523426239	11.82610034942627	10641.5224609375	86	M+H
115.1115972526197	65.81400299072266	11004.6669921875	87	M+H
221.01660271469004	84.75240325927734	4083.68310546875	88	M+H
236.0031801476157	83.29499816894531	1481.19970703125	179	M+HC13
245.26941351229786	83.29499816894531	1695.52734375	90	M+H
315.2527930328014	84.75240325927734	1985.455810546875	91	M+H
337.2346575662018	84.75240325927734	5018.8984375	92	M+H
157.08332663484393	30.801700592041016	18212.232421875	93	M+H
157.083340364645	59.984100341796875	18520.359375	94	M+H
394.3525105814468	90.61859893798828	7771.94189453125	95	M+H
414.26930326960456	81.841796875	11728.572265625	338	M+HC13
570.4566935273374	89.14739990234375	4749.77392578125	97	M+H
117.09082802843461	7.465559959411621	10254.8193359375	98	M+H
122.5834362342827	84.75240325927734	3343.0673828125	99	M+H
342.1583290785693	83.29499816894531	6016.27294921875	100	M+H
380.33661793502284	90.61859893798828	3874.276123046875	101	M+H
406.2931137055526	87.68340301513672	1961.3809814453125	102	M+H
141.9584547281437	1.6497199535369873	111039.6640625	103	M+H
141.9584340350765	27.880599975585938	41063.2890625	104	M+H
424.3628745059485	87.68340301513672	4743.52978515625	105	M+H
171.99315971540707	95.03939819335938	3653.74609375	106	M+H
190.10833370508809	90.61859893798828	3300.69287109375	107	M+H
441.29735635839023	89.14739990234375	7868.31689453125	108	M+H
452.3945977163079	90.61859893798828	3051.592041015625	109	M+H
496.4204896267033	90.61859893798828	3055.319091796875	110	M+H
180.15908891055918	13.283699989318848	8884.8359375	111	M+H
180.1590298974737	65.81400299072266	5996.0810546875	112	M+H
304.24789051326104	49.78559875488281	35185.84765625	113	M+H
304.2478335388573	24.965599060058594	35950.14453125	114	M+H
199.99625215949888	29.340499877929688	14921.5126953125	115	M+H
199.99624382091298	55.61819839477539	14658.59765625	116	M+H
341.2656901394949	96.51899719238281	3092.345458984375	117	M+H
482.4047533987776	87.68340301513672	6503.177734375	118	M+H
181.61786371286877	98.00340270996094	3335.117431640625	119	M+H
271.9160850407265	1.6497199535369873	27789.083984375	120	M+H
553.3889754562158	90.61859893798828	8184.9501953125	121	M+H
198.00063460037708	27.880599975585938	14408.2607421875	122	M+H
122.55931303500341	98.00340270996094	2763.8193359375	123	M+H
354.28471692192505	93.56400299072266	2918.811279296875	124	M+H
415.272774711725	96.51899719238281	2110.2412109375	125	M+H
83.03834877046911	84.75240325927734	3055.630859375	126	M+H
110.00880221586773	98.00340270996094	3632.018798828125	127	M+H
364.34207603745733	96.51899719238281	2352.903564453125	128	M+H
531.4078315943602	111.45700073242188	2752.260986328125	129	M+H
554.3928338100105	100.96700286865234	2759.87255859375	130	M+H
526.4311073779558	87.68340301513672	5479.44189453125	131	M+H
207.9849738182567	45.40190124511719	15103.9921875	132	M+H
122.54933972095982	106.93900299072266	3264.6806640625	133	M+H
179.990205869907	43.937801361083984	4947.69189453125	134	M+H
267.1717008927034	93.56400299072266	3395.377685546875	135	M+H
796.5524734083608	95.03939819335938	20219.03515625	136	M+H
213.04465426953146	83.29499816894531	12198.9072265625	137	M+H
176.01316577942507	20.58989906311035	34935.9609375	138	M+H
221.016683025839	99.48539733886719	3502.473388671875	139	M+H
350.3261188363109	95.03939819335938	4267.689453125	140	M+H
225.9954419823729	45.40190124511719	20383.783203125	141	M+H
228.1955211149851	93.56400299072266	10500.0849609375	142	M+H
82.53715760324918	10.370100021362305	12926.9794921875	143	M+H
250.1773938401568	95.03939819335938	19415.21875	144	M+H
339.9036169960815	1.6497199535369873	17506.69921875	145	M+H
339.90362661893903	70.1874008178711	14726.3974609375	146	M+H
131.0216050450427	122.01699829101562	1739.334716796875	147	M+H
330.91533277943284	123.53299713134766	1664.189208984375	148	M+H
110.0304737491495	123.53299713134766	3349.180908203125	149	M+H
301.14068228969086	80.38500213623047	21442.33984375	150	M+H
301.1407051781404	16.2007999420166	12855.4033203125	151	M+H
81.52055935179713	11.82610034942627	157678.9375	152	M+H
81.52057160118315	65.81400299072266	168575.765625	153	M+H
130.0077975061608	4.557010173797607	9908.05078125	154	M+H
172.01819860246195	19.127399444580078	41446.31640625	155	M+H
172.01820031722826	41.02220153808594	39586.1484375	156	M+H
107.0308835428349	19.127399444580078	39022.05859375	157	M+H
107.03088047628496	48.32419967651367	39596.1328125	158	M+H
89.5066896005931	1.6497199535369873	203892.265625	159	M+H
177.99583704318198	35.18230056762695	17588.798828125	160	M+H
73.53182531840253	11.82610034942627	23693.609375	161	M+H
73.53184836842965	54.160701751708984	26459.923828125	162	M+H
73.53185352990681	86.21759796142578	14984.4228515625	163	M+H
73.53183745940434	42.479801177978516	25825.943359375	164	M+H
197.00049153889103	1.6497199535369873	29047.8515625	165	M+H
197.00051436585397	38.09749984741211	11679.8330078125	166	M+H
220.9342431348866	62.8931999206543	43628.921875	167	M+H
135.53028085153622	4.557010173797607	14274.7119140625	168	M+H
135.5302510028851	71.63520050048828	9142.0341796875	169	M+H
119.55541387181442	77.4677963256836	13708.1513671875	170	M+H
119.55538565358725	26.425100326538086	9543.587890625	171	M+H
119.55540247292359	51.242401123046875	8880.66015625	172	M+H
145.03498666102234	17.663000106811523	7353.77099609375	173	M+H
662.49944577831	177.88600158691406	2112.503662109375	174	M+H
312.94261644535476	8.918580055236816	33398.7265625	175	M+H
312.9426445403706	73.09559631347656	29857.1015625	176	M+H
312.9426166904979	59.984100341796875	23642.83203125	177	M+H
127.54409914663289	26.425100326538086	34521.9765625	178	M+H
234.99985776921335	81.841796875	18661.310546875	179	M+H
111.03897472844565	22.049100875854492	34697.89453125	180	M+H
111.03898681253037	59.984100341796875	29668.259765625	181	M+H
143.03937493390484	74.55660247802734	17825.466796875	182	M+H
143.0394190862609	138.80599975585938	3833.875	183	M+H
143.0394038835313	90.61859893798828	13233.001953125	184	M+H
239.0886337593066	14.740500450134277	11296.7119140625	185	M+H
90.52581470947646	27.880599975585938	47930.5703125	186	M+H
90.52581741952743	42.479801177978516	50364.71875	187	M+H
192.06147668099553	78.92520141601562	20721.078125	207	M+ACN+H
192.06141747181033	27.880599975585938	12810.26171875	189	M+H
186.95596954825047	64.35479736328125	8773.46875	190	M+H
153.03254527573225	17.663000106811523	17743.60546875	191	M+H
227.9824193517066	55.61819839477539	10192.08203125	192	M+H
180.98952921990687	3.10548996925354	44537.4140625	193	M+H
154.9899537088947	1.6497199535369873	31673.98046875	194	M+H
102.53223557510273	7.465559959411621	25003.791015625	195	M+H
102.53223867559731	71.63520050048828	24825.75	196	M+H
102.5322295244696	41.02220153808594	22813.224609375	197	M+H
102.53227358152624	90.61859893798828	20288.75	198	M+H
125.98610907929651	42.479801177978516	67038.8671875	199	M+H
94.54550896848997	81.841796875	74390.8828125	200	M+H
193.97352243232226	71.63520050048828	140405.171875	201	M+H
193.97351996323442	32.258201599121094	125683.6796875	202	M+H
193.97348185531476	140.35699462890625	14816.025390625	203	M+H
193.97350340458067	20.58989906311035	117267.84375	204	M+H
158.00265927651986	22.049100875854492	60568.796875	205	M+H
158.00265654650323	8.918580055236816	62926.5234375	206	M+H
151.0351238123533	74.55660247802734	166164.828125	207	M+H
98.5120059946209	1.6497199535369873	33340.125	208	M+H
173.02993818695063	83.29499816894531	40215.359375	209	M+H
171.09879250384205	62.8931999206543	8889.193359375	210	M+H
171.09878693493616	6.010260105133057	7648.27392578125	211	M+H
171.09876871123853	35.18230056762695	7196.35205078125	212	M+H
199.02920232977183	84.75240325927734	77197.9609375	213	M+H
199.0291086560203	19.127399444580078	31673.298828125	205	M+ACN+H
209.94573693316025	3.10548996925354	65432.875	215	M+H
