	RT	stds2	relation.id	relation.ship
213.1091511795116	2.9674999713897705	8636.677734375	0	M+H
116.523933109613	1.5334700345993042	27704.470703125	1	M+H
142.9587585818925	2.9674999713897705	8245.630859375	2	M+H
155.14279295243	2.9674999713897705	5051.81494140625	3	M+H
155.97386731705706	5.84568977355957	4300.7744140625	4	M+H
180.1351907737555	2.9674999713897705	6234.97998046875	5	M+H
229.21590262326126	2.9674999713897705	6042.67041015625	6	M+H
263.2001199750509	4.406779766082764	8393.384765625	7	M+H
305.2462596186784	2.9674999713897705	8493.943359375	8	M+H
312.942345866904	2.9674999713897705	12348.41015625	9	M+H
142.96157536826183	2.9674999713897705	8100.1689453125	505	M+HC13
227.1636399374929	2.9674999713897705	11927.330078125	11	M+H
241.028881919453	2.9674999713897705	8312.4169921875	249	M+Na
325.9198699252156	2.9674999713897705	6897.8515625	13	M+H
366.9606276482592	7.283699989318848	15670.6005859375	14	M+H
73.02833916724649	5.84568977355957	4326.685546875	15	M+H
99.01345746730652	2.9674999713897705	6624.03662109375	16	M+H
102.07664524597023	10.168399810791016	8351.4462890625	17	M+H
129.97880445459054	7.283699989318848	4652.140625	18	M+H
187.96353114466504	2.9674999713897705	7638.61083984375	19	M+H
201.16328292399837	1.5334700345993042	18812.783203125	20	M+H
83.046208582845	7.283699989318848	3477.218017578125	21	M+H
102.06819527200868	10.168399810791016	5707.416015625	22	M+H
102.07245903213943	10.168399810791016	12657.650390625	23	M+H
102.10971667598098	11.626199722290039	10559.095703125	24	M+H
153.05425699239365	8.725500106811523	4413.4677734375	25	M+H
157.13324625594876	7.283699989318848	8362.9638671875	2813	M+2ACN+H
220.05022956157833	5.84568977355957	9752.2177734375	249	M+HC13
241.2156939332587	1.5334700345993042	12567.7470703125	28	M+H
84.02112255051473	2.9674999713897705	4909.7724609375	29	M+H
84.03517770628886	8.725500106811523	7424.32958984375	30	M+H
102.0751601253672	10.168399810791016	5701.341796875	31	M+H
102.07844332316826	10.168399810791016	11633.2421875	32	M+H
112.11996905396042	2.9674999713897705	6170.0830078125	33	M+H
135.04367160055244	7.283699989318848	6994.6611328125	34	M+H
213.18432778959288	1.5334700345993042	10494.4541015625	35	M+H
376.0595263806551	2.9674999713897705	11493.279296875	36	M+H
109.10099055751715	1.5334700345993042	24782.478515625	37	M+H
168.918996771237	2.9674999713897705	3983.942626953125	38	M+H
190.02859457344013	8.725500106811523	6833.68505859375	39	M+H
255.23125283660124	1.5334700345993042	18669.162109375	40	M+H
268.2115221772919	10.168399810791016	6964.837890625	41	M+H
627.140641575309	7.283699989318848	5702.5693359375	42	M+H
102.10334971945244	8.725500106811523	9488.37890625	43	M+H
139.96290123116225	2.9674999713897705	19822.755859375	44	M+H
159.13763924098103	2.9674999713897705	7819.517578125	45	M+H
191.1272542909146	11.626199722290039	6467.939453125	46	M+H
128.07030909603276	7.283699989318848	7951.33251953125	47	M+H
141.1270151655078	11.626199722290039	6660.732421875	48	M+H
152.1276909616536	15.96399974822998	7809.2666015625	63	M+NH4
154.48530044945684	5.84568977355957	13983.5283203125	50	M+H
201.14809160843802	1.5334700345993042	6695.669921875	104	M+IsoProp+H
213.10911777002383	10.168399810791016	8220.4990234375	52	M+H
85.08089197725442	7.283699989318848	5760.19580078125	764	M+HC13
102.05007198561357	10.168399810791016	4699.90478515625	54	M+H
166.98583581092163	15.96399974822998	5887.634765625	55	M+H
179.10625272943304	5.84568977355957	12943.6533203125	56	M+H
200.99524187816286	2.9674999713897705	13189.912109375	164	M+ACN+H
88.03930628113682	15.96399974822998	4213.14111328125	58	M+H
114.05476713233396	17.41390037536621	5793.375	59	M+H
143.06986447441045	7.283699989318848	8320.17578125	60	M+H
93.06976609193717	1.5334700345993042	14068.41015625	61	M+H
102.09844652187762	15.96399974822998	10750.0224609375	62	M+H
135.10115378134574	15.96399974822998	12731.9287109375	63	M+H
185.12786366805548	14.526100158691406	3166.459716796875	64	M+H
216.94968471512104	17.41390037536621	2157.813720703125	65	M+H
181.12189092988115	17.41390037536621	4805.70361328125	66	M+H
121.06448529472708	4.406779766082764	14194.162109375	67	M+H
156.01374977484735	10.168399810791016	19201.662109375	68	M+H
199.09329858454808	18.88360023498535	6048.05029296875	69	M+H
230.14387528314498	10.168399810791016	18786.6328125	125	M+Na
243.1197185431228	7.283699989318848	11194.0322265625	71	M+H
255.26745477086385	8.725500106811523	4381.93505859375	72	M+H
186.00690404633116	23.319400787353516	4170.73486328125	73	M+H
149.1168525584061	18.88360023498535	4200.8271484375	74	M+H
161.09566183603442	4.406779766082764	12532.2333984375	75	M+H
177.1268826720491	10.168399810791016	7877.2216796875	76	M+H
180.9893687281577	2.9674999713897705	43063.17578125	77	M+H
190.0018508991453	7.283699989318848	14563.7275390625	78	M+H
221.1380423257181	20.359500885009766	3595.647705078125	79	M+H
250.99954793672228	2.9674999713897705	45177.54296875	80	M+H
83.94397482190553	24.79400062561035	2175.11767578125	81	M+H
84.14274442410547	18.88360023498535	16212.0458984375	82	M+H
128.07020307437242	15.96399974822998	7147.99560546875	83	M+H
105.00300918703581	10.168399810791016	13208.349609375	84	M+H
70.44749894009384	2.9674999713897705	5756.919921875	85	M+H
85.06298075350026	18.88360023498535	4329.654296875	86	M+H
124.09655953386539	29.273000717163086	3976.25634765625	87	M+H
153.09064226518524	1.5334700345993042	14356.046875	88	M+H
205.08550879231143	7.283699989318848	24151.798828125	89	M+H
83.96610164306885	27.771499633789062	2345.202392578125	90	M+H
177.05418922183307	2.9674999713897705	33717.42578125	91	M+H
237.18436217141735	1.5334700345993042	57557.38671875	92	M+H
84.03695920001395	10.168399810791016	8133.78369140625	93	M+H
288.92148258861323	29.273000717163086	8075.25732421875	94	M+H
148.9753045841136	18.88360023498535	16948.548828125	95	M+H
181.98785739157967	2.9674999713897705	21135.46875	96	M+H
183.98799470225228	1.5334700345993042	36353.421875	576	M+HC13
191.10375290016944	2.9674999713897705	47835.1796875	98	M+H
84.07109945613007	10.168399810791016	47127.46484375	99	M+H
239.1610411637303	2.9674999713897705	44438.3984375	100	M+H
81.54757011612772	36.85070037841797	1831.5240478515625	101	M+H
84.06596307536677	15.96399974822998	26988.671875	102	M+H
134.9865363076419	7.283699989318848	9435.5244140625	103	M+H
141.0906118483453	2.9674999713897705	19802.900390625	104	M+H
159.10117159868105	1.5334700345993042	14601.4814453125	105	M+H
266.92653347321516	36.85070037841797	3521.737548828125	106	M+H
139.07493539430214	2.9674999713897705	7654.37939453125	107	M+H
219.17381222517545	1.5334700345993042	35390.7109375	108	M+H
84.09072259343245	8.725500106811523	36536.4921875	109	M+H
84.09124564572818	42.95289993286133	23318.6640625	110	M+H
102.10190250452884	45.948299407958984	3361.268310546875	111	M+H
224.18513071515315	11.626199722290039	65694.0390625	112	M+H
84.08916071956877	2.9674999713897705	53107.24609375	113	M+H
84.08916419689467	35.328800201416016	34810.55859375	114	M+H
84.09279277433717	2.9674999713897705	30469.509765625	115	M+H
84.09280001228198	39.930301666259766	22451.828125	116	M+H
169.0854598884275	2.9674999713897705	7513.91650390625	117	M+H
84.02662349345194	30.77389907836914	4827.671875	118	M+H
84.02993233618531	7.283699989318848	6451.3916015625	119	M+H
84.03024642215283	30.77389907836914	4817.5390625	120	M+H
84.03024380703465	18.88360023498535	5501.91259765625	121	M+H
