	RT	stds2	relation.id	relation.ship
169.9766906145417	5.886459827423096	5913.171875	0	M+H
236.93800610833244	3.1105399131774902	11433.7470703125	1	M+H
243.03802056535406	4.498809814453125	12924.98828125	2	M+H
338.9012894034694	3.1105399131774902	9242.4052734375	3	M+H
83.99779546323182	4.498809814453125	10903.9619140625	4	M+H
84.05355378051264	1.7205100059509277	14444.41015625	5	M+H
84.16611777604561	7.285860061645508	4355.75390625	6	M+H
84.17724121602494	7.285860061645508	4097.73095703125	7	M+H
199.98732838340243	5.886459827423096	46626.390625	8	M+H
219.0185058537445	5.886459827423096	7823.62451171875	9	M+H
247.0132378789949	7.285860061645508	11330.7607421875	10	M+H
332.27999750975994	7.285860061645508	4405.56591796875	11	M+H
84.11045095472743	11.459799766540527	12666.130859375	12	M+H
84.11769719122522	8.681520462036133	11782.4755859375	13	M+H
276.8962045128663	18.39620018005371	11790.5068359375	14	M+H
183.0304513249091	14.236000061035156	8771.943359375	15	M+H
84.07562942346922	17.00589942932129	97767.59375	16	M+H
89.50231557135797	19.78380012512207	15383.421875	17	M+H
109.99798287086308	12.851099967956543	11298.8173828125	18	M+H
135.95597557140857	14.236000061035156	8719.376953125	19	M+H
178.99961490810324	15.618599891662598	18612.125	132	M+IsoProp+H
183.01390137677876	14.236000061035156	14692.2939453125	21	M+H
183.0238007112555	14.236000061035156	7516.1728515625	22	M+H
183.05149035881595	12.851099967956543	15817.29296875	23	M+H
89.50112629469764	17.00589942932129	18709.84375	24	M+H
89.51141285033694	17.00589942932129	13814.9345703125	25	M+H
140.96127582443123	15.618599891662598	20735.69140625	26	M+H
84.05669463847944	1.7205100059509277	19432.115234375	27	M+H
89.49893667639351	17.00589942932129	8688.7587890625	28	M+H
110.01587532403259	14.236000061035156	55096.14453125	29	M+H
182.9474977209156	12.851099967956543	8931.6767578125	30	M+H
182.94900880628643	17.00589942932129	8199.716796875	31	M+H
182.95739540136069	15.618599891662598	11492.7119140625	32	M+H
286.89143826263347	14.236000061035156	12701.4267578125	33	M+H
87.00391874696696	17.00589942932129	13191.0712890625	103	M+ACN+2H
110.00339743735711	12.851099967956543	13060.923828125	35	M+H
140.9509246184657	17.00589942932129	15059.3330078125	36	M+H
158.97185521552433	12.851099967956543	22052.650390625	37	M+H
182.95239292858716	14.236000061035156	8198.00390625	38	M+H
183.01712206174707	12.851099967956543	11241.337890625	39	M+H
405.8245217511252	18.39620018005371	7802.21484375	40	M+H
119.53530583900904	12.851099967956543	31839.958984375	41	M+H
182.95418426907554	15.618599891662598	11807.912109375	202	M+NaC13
182.95916958280174	15.618599891662598	17501.45703125	43	M+H
182.97897931081786	14.236000061035156	37991.84765625	44	M+H
304.89111510679663	15.618599891662598	37337.3203125	45	M+H
330.9146145053296	22.555700302124023	9634.505859375	46	M+H
228.00695328773324	12.851099967956543	19021.978515625	315	M+ACN+H
89.48396793099931	18.39620018005371	12445.279296875	48	M+H
97.51433922984184	18.39620018005371	17151.46875	49	M+H
102.06351352080874	18.39620018005371	50862.51171875	50	M+H
140.99534331134774	19.78380012512207	11577.521484375	51	M+H
142.95864552539533	18.39620018005371	14725.73046875	52	M+H
247.9427293333805	19.78380012512207	26417.482421875	53	M+H
89.51026566573479	17.00589942932129	18679.537109375	54	M+H
111.02239812979533	18.39620018005371	18102.828125	55	M+H
161.9691371909472	15.618599891662598	10945.306640625	56	M+H
183.01053126886498	17.00589942932129	13078.9716796875	57	M+H
200.99513871025428	18.39620018005371	22755.26953125	202	M+ACN+H
228.99016031506147	22.555700302124023	19922.1328125	59	M+H
326.91961734781614	18.39620018005371	23163.130859375	60	M+H
89.97525930629367	18.39620018005371	12301.080078125	61	M+H
161.49397100334235	15.618599891662598	28717.837890625	62	M+H
182.9624230522124	17.00589942932129	16945.177734375	63	M+H
182.96398749755875	14.236000061035156	13957.078125	64	M+H
183.00217882832334	17.00589942932129	20385.15625	65	M+H
183.00548193179299	12.851099967956543	14390.0048828125	66	M+H
183.0088657876877	15.618599891662598	16198.4794921875	67	M+H
185.98848117810437	12.851099967956543	12881.0380859375	342	M+HC13
255.93855773825425	17.00589942932129	9338.0498046875	69	M+H
134.9574363193425	18.39620018005371	14681.666015625	70	M+H
137.59249435964801	18.39620018005371	10523.576171875	71	M+H
138.47967763798226	18.39620018005371	15915.5703125	72	M+H
170.48760441049802	19.78380012512207	12045.16015625	73	M+H
182.96900971399884	17.00589942932129	20146.658203125	74	M+H
182.97065929259438	14.236000061035156	21786.2109375	75	M+H
142.9614970397874	17.00589942932129	23217.6015625	314	M+HC13
160.97187150165067	14.236000061035156	24570.35546875	202	M+HC13
175.08943314255694	25.3262996673584	5303.689453125	78	M+H
183.00050049363205	14.236000061035156	21136.216796875	79	M+H
285.8929882624479	18.39620018005371	19141.857421875	80	M+H
84.15859491792006	28.09939956665039	4023.23095703125	81	M+H
182.99721330582983	17.00589942932129	25680.048828125	82	M+H
182.97228731560912	14.236000061035156	20366.357421875	83	M+H
78.74680221090806	14.236000061035156	8876.681640625	84	M+H
89.00815655084729	11.459799766540527	85254.796875	85	M+H
99.51216886415051	15.618599891662598	54030.2734375	86	M+H
157.97347753651758	19.78380012512207	41109.39453125	87	M+H
182.97565100572666	14.236000061035156	29705.87109375	88	M+H
84.04223901333303	35.0531005859375	7894.255859375	89	M+H
90.00687004177276	19.78380012512207	50640.25	90	M+H
99.01351118516403	15.618599891662598	19310.6875	91	M+H
181.98783474486908	18.39620018005371	63248.78515625	92	M+H
182.99383879625177	15.618599891662598	26691.91015625	93	M+H
328.91483783456886	18.39620018005371	176685.390625	94	M+H
91.50450262271707	17.00589942932129	42761.39453125	95	M+H
102.04927839170448	5.886459827423096	13644.3876953125	96	M+H
102.05759238406225	22.555700302124023	13755.8828125	97	M+H
102.05757563204084	4.498809814453125	14388.9501953125	98	M+H
102.05895313563083	4.498809814453125	14035.533203125	99	M+H
102.05897222274305	23.939899444580078	12886.1103515625	100	M+H
124.0366605626886	35.0531005859375	6578.7939453125	101	M+H
182.99225526799967	14.236000061035156	38995.84375	102	M+H
131.97390975964265	17.00589942932129	21784.017578125	103	M+H
102.04031411804083	40.59939956665039	28555.72265625	104	M+H
102.03996954443032	3.1105399131774902	29162.5703125	105	M+H
84.04699143126624	57.278499603271484	13051.1435546875	106	M+H
154.96328775027413	21.170499801635742	31194.58984375	107	M+H
164.9477124741676	14.236000061035156	25411.76171875	108	M+H
113.01644188550762	14.236000061035156	37058.8046875	109	M+H
226.01157967611778	12.851099967956543	35016.77734375	342	M+ACN+H
287.8882865138257	18.39620018005371	145447.765625	111	M+H
224.01117103286202	18.39620018005371	97364.1328125	1218	M+ACN+H
271.91591862720185	21.170499801635742	52832.26953125	113	M+H
84.08974496806461	46.16019821166992	66678.4140625	114	M+H
84.09859233355986	7.285860061645508	22254.328125	115	M+H
102.06589945497625	5.886459827423096	18400.357421875	116	M+H
102.07074096330662	36.442298889160156	20504.603515625	117	M+H
102.07071356752719	1.7205100059509277	19362.685546875	118	M+H
102.07073610161005	21.170499801635742	17964.998046875	119	M+H
102.07693249056247	3.1105399131774902	24691.01171875	120	M+H
102.06521177103062	53.105499267578125	19090.380859375	121	M+H
102.07487550299018	37.82619857788086	24191.279296875	122	M+H
102.07486120098234	3.1105399131774902	29121.908203125	123	M+H
110.51828995368068	14.236000061035156	94095.3046875	124	M+H
84.17601754731659	46.16019821166992	3942.793701171875	125	M+H
121.12708929579753	48.940799713134766	8595.25	126	M+H
352.98336219087696	54.494998931884766	6162.40380859375	127	M+H
84.04169645123716	51.71739959716797	9790.541015625	128	M+H
