Peak Mass	RT	Intensity	Cluster	Transform	Freq.	Prob.	M
127.075144781	60.4043998718	3433.33935547	143	M+H	500.0	1.0	126.067868329
79.0178314655	38.8609008789	138624.953125	144	M+H	500.0	1.0	78.0105550135
83.5359816084	26.6947002411	18486.3339844	145	M+H	500.0	1.0	82.5287051564
424.578766749	77.5650024414	3659.15283203	146	M+H	500.0	1.0	423.571490297
595.163506147	76.0008010864	17848.7597656	147	M+H	500.0	1.0	594.156229695
173.029732729	83.9141998291	1830.49353027	148	M+H	500.0	1.0	172.022456277
81.5179044794	79.1465988159	5347.99560547	149	M+H	500.0	1.0	80.5106280274
83.0375223412	63.5256004333	14672.1162109	150	M+H	500.0	1.0	82.0302458892
83.0375091662	7.3471198082	14353.8066406	151	M+H	500.0	1.0	82.0302327142
84.0426381517	2.97653007507	5977.96337891	152	M+H	500.0	1.0	83.0353616997
122.537530994	93.4512023926	1916.45214844	153	M+H	500.0	1.0	121.530254542
129.051899007	41.9440002441	22205.8808594	154	M+H	500.0	1.0	128.044622555
239.161179183	1.54375994205	47575.3945312	155	M+H	500.0	1.0	238.153902731
102.051239549	83.9141998291	6426.62109375	156	M+H	500.0	1.0	101.043963097
122.535741406	93.4512023926	1670.66723633	157	M+H	500.0	1.0	121.528464954
129.554741475	91.8618011475	3084.88061523	158	M+H	500.0	1.0	128.547465023
155.528325672	91.8618011475	2219.89868164	159	M+H	500.0	1.0	154.52104922
361.594451025	85.5090026855	15342.3994141	160	M+H	500.0	1.0	360.587174573
101.994017798	88.6770019531	1530.23803711	161	M+H	500.0	1.0	100.986741346
122.557273386	95.0429992676	1926.1619873	162	M+H	500.0	1.0	121.549996934
144.042595359	93.4512023926	1868.93603516	163	M+H	500.0	1.0	143.035318907
213.017888693	34.2727012634	16297.8291016	164	M+H	500	1.0	212.010612241
186.955868209	51.117401123	28264.8652344	165	M+H	500.0	1.0	185.948591757
107.030784495	8.81604003906	13194.7548828	166	M+H	500.0	1.0	106.023508043
107.030784679	76.0008010864	6023.91503906	167	M+H	500.0	1.0	106.023508227
107.030755725	52.6581993103	9088.35644531	168	M+H	500.0	1.0	106.023479273
151.096152387	79.1465988159	6777.56689453	169	M+H	500.0	1.0	150.088875935
151.096052477	90.2621994019	5207.01855469	170	M+H	500.0	1.0	150.088776025
171.992597318	91.8618011475	4564.6796875	171	M+H	500.0	1.0	170.985320866
123.544978628	91.8618011475	3784.65771484	172	M+H	500.0	1.0	122.537702176
266.15112742	101.503997803	3109.59521484	243	M+K	500	1.0	227.187969099
128.018984475	4.4220700264	66243.265625	174	M+H	500.0	1.0	127.011708023
128.019002999	43.4677009583	60334.9804688	175	M+H	500.0	1.0	127.011726547
190.540207013	98.2649993896	5320.16845703	176	M+H	500.0	1.0	189.532930561
251.180488186	99.8904037476	5573.17138672	259	M+HC13	172	0.344	249.169861734
362.095846343	103.125999451	12109.0341797	178	M+H	500.0	1.0	361.088569891
469.110020434	103.125999451	3944.55712891	179	M+H	500.0	1.0	468.102743982
81.5170336173	95.0429992676	2473.71801758	180	M+H	500.0	1.0	80.5097571653
148.018103648	2.97653007507	18436.078125	181	M+H	500.0	1.0	147.010827196
148.018144645	58.8708992004	17200.8769531	182	M+H	500.0	1.0	147.010868193
148.018085646	25.1942005157	15465.2753906	183	M+H	500.0	1.0	147.010809194
148.018125089	44.9998016357	16726.8632812	184	M+H	500.0	1.0	147.010848637
275.563944612	99.8904037476	1787.76062012	185	M+H	500.0	1.0	274.55666816
320.568155006	103.125999451	5776.69433594	186	M+H	500.0	1.0	319.560878554
341.265576491	101.503997803	4216.87304688	187	M+H	500.0	1.0	340.258300039
369.583370718	101.503997803	13894.0791016	265	M+ACN+H	500	1.0	327.549545163
406.327602146	101.503997803	2677.78662109	189	M+H	500.0	1.0	405.320325694
407.073091702	103.125999451	3434.20410156	224	M+DMSO+H	493	0.986	328.051879706
438.378238537	103.125999451	4615.50146484	191	M+H	500.0	1.0	437.370962085
452.102783019	101.503997803	19984.1835938	407	M+HC13	500	1.0	450.092156567
495.12558818	101.503997803	9360.2890625	193	M+H	500.0	1.0	494.118311728
578.136485671	103.125999451	41688.8945312	618	M+HC13	470	0.94	576.125859219
599.115132659	101.503997803	46344.0664062	618	M+Na	500	1.0	576.125911579
615.08880055	103.125999451	25493.5332031	618	M+K	500	1.0	576.12564223
637.190733564	99.8904037476	5331.13867188	618	M+IsoProp+H	500	1.0	576.125942235
792.159187529	103.125999451	10508.2314453	198	M+H	500.0	1.0	791.151911077
91.0273842116	41.9440002441	33383.4101562	199	M+H	500.0	1.0	90.0201077596
91.0273605528	23.6833000183	26582.0878906	200	M+H	500.0	1.0	90.0200841008
257.967129251	55.7597999573	29347.5410156	201	M+H	500.0	1.0	256.959852799
257.967119165	37.3166007996	24432.6796875	202	M+H	500.0	1.0	256.959842713
299.257827797	103.125999451	2779.62036133	203	M+H	500.0	1.0	298.250551345
350.32565747	103.125999451	3025.35351562	204	M+H	500.0	1.0	349.318381018
424.577599881	103.125999451	8192.66503906	205	M+H	500.0	1.0	423.570323429
446.143830762	99.8904037476	3666.45825195	206	M+H	500.0	1.0	445.13655431
600.118195278	101.503997803	16721.0351562	618	M+NaC13	480	0.96	576.125624198
616.092375535	101.503997803	6958.43261719	618	M+KC13	480	0.96	576.125867215
797.555675985	101.503997803	6664.65185547	209	M+H	500.0	1.0	796.548399533
122.540981108	95.0429992676	2709.63867188	210	M+H	500.0	1.0	121.533704656
123.045314145	87.0983963013	8489.19824219	211	M+H	500.0	1.0	122.038037693
297.239405436	99.8904037476	3537.76928711	212	M+H	500.0	1.0	296.232128984
341.08124472	101.503997803	29438.1464844	213	M+H	500.0	1.0	340.073968268
595.163390633	101.503997803	24385.4804688	194	M+NH4	147	0.294	577.129565078
275.062072908	99.8904037476	5500.85693359	215	M+H	500.0	1.0	274.054796456
336.542927744	103.125999451	18632.5195312	216	M+H	500.0	1.0	335.535651292
70.0126399713	48.0581016541	277550.96875	217	M+H	500.0	1.0	69.0053635193
82.0190778636	49.5979995728	18068.3144531	218	M+H	500.0	1.0	81.0118014116
467.073351656	101.503997803	8226.88085938	219	M+H	500.0	1.0	466.066075204
110.008517726	55.7597999573	28621.9726562	220	M+H	500.0	1.0	109.001241274
121.122072431	14.7006998062	51474.046875	221	M+H	500.0	1.0	120.114795979
176.013080583	4.4220700264	87892.859375	222	M+H	500.0	1.0	175.005804131
176.013089331	37.3166007996	58135.4765625	223	M+H	500.0	1.0	175.005812879
329.058364313	99.8904037476	18345.75	224	M+H	500.0	1.0	328.051087861
83.5171103674	63.5256004333	29356.4980469	225	M+H	500.0	1.0	82.5098339154
88.508965614	4.4220700264	38272.0351562	226	M+H	500.0	1.0	87.5016891621
213.145487113	95.0429992676	9484.42285156	227	M+H	500.0	1.0	212.138210661
343.294296403	109.708000183	1232.35864258	228	M+H	500.0	1.0	342.287019951
198.000553902	49.5979995728	32678.390625	229	M+H	500.0	1.0	196.99327745
198.000490377	2.97653007507	27917.7617188	230	M+H	500.0	1.0	196.993213925
198.000561779	77.5650024414	18277.3261719	231	M+H	500.0	1.0	196.993285327
198.000559037	28.2140007019	33602.3007812	232	M+H	500.0	1.0	196.993282585
299.257440644	118.123001099	3585.2409668	233	M+H	500.0	1.0	298.250164192
350.325291756	118.123001099	2553.26367188	234	M+H	500.0	1.0	349.318015304
443.333484059	101.503997803	6728.38574219	235	M+H	500.0	1.0	442.326207607
643.141089036	101.503997803	24123.5917969	236	M+H	500.0	1.0	642.133812584
774.570829779	116.429000854	3381.10595703	237	M+H	500.0	1.0	773.563553327
111.549142182	60.4043998718	13674.1435547	238	M+H	500.0	1.0	110.54186573
111.549130434	41.9440002441	14955.4892578	239	M+H	500.0	1.0	110.541853982
111.549129184	29.7299995422	12347.8427734	240	M+H	500.0	1.0	110.541852732
143.996534559	19.1644992828	135684.390625	241	M+H	500.0	1.0	142.989258107
143.996561509	58.8708992004	130189.171875	242	M+H	500.0	1.0	142.989285057
228.195290043	101.503997803	14248.6083984	243	M+H	500.0	1.0	227.188013591
275.977719934	51.117401123	31949.0195312	244	M+H	500.0	1.0	274.970443482
311.254915568	116.429000854	6332.1796875	245	M+H	500.0	1.0	310.247639116
348.989450113	1.54375994205	82131.34375	246	M+H	500.0	1.0	347.982173661
74.0321734955	63.5256004333	32143.59375	247	M+H	500.0	1.0	73.0248970435
74.0321929636	2.97653007507	22615.2910156	248	M+H	500.0	1.0	73.0249165116
74.0321794167	85.5090026855	11511.3496094	249	M+H	500.0	1.0	73.0249029647
74.0321771598	19.1644992828	31580.5429688	250	M+H	500.0	1.0	73.0249007078
74.0321916975	43.4677009583	34098.9140625	251	M+H	500.0	1.0	73.0249152456
378.569668744	119.823997498	8482.12695312	252	M+H	500.0	1.0	377.562392292
399.307284562	101.503997803	9644.95898438	253	M+H	500.0	1.0	398.30000811
74.5305499663	63.5256004333	41376.0351562	254	M+H	500.0	1.0	73.5232735143
74.530544732	28.2140007019	40428.671875	255	M+H	500.0	1.0	73.52326828
113.517117317	108.055000305	4147.92285156	256	M+H	500.0	1.0	112.509840865
355.281128828	101.503997803	8772.1015625	257	M+H	500.0	1.0	354.273852376
111.518695528	128.520996094	2699.91113281	258	M+H	500.0	1.0	110.511419076
250.177255217	101.503997803	47809.8554688	259	M+H	500.0	1.0	249.169978765
250.177265571	76.0008010864	21443.3203125	260	M+H	500.0	1.0	249.169989119
158.961040281	54.2019996643	69706.2265625	261	M+H	500.0	1.0	157.953763829
82.0222655949	31.2383995056	91140.90625	262	M+H	500.0	1.0	81.0149891429
82.0222471725	57.3186988831	93187.5	263	M+H	500.0	1.0	81.0149707205
82.0222596464	76.0008010864	51216.734375	264	M+H	500.0	1.0	81.0149831944
328.556832913	103.125999451	52455.5625	265	M+H	500.0	1.0	327.549556461
328.556963908	76.0008010864	38928.1875	266	M+H	500.0	1.0	327.549687456
84.9594348558	57.3186988831	45912.078125	267	M+H	500.0	1.0	83.9521584038
84.9594278106	28.2140007019	35863.4414062	268	M+H	500.0	1.0	83.9521513587
221.016409961	95.0429992676	13300.3076172	269	M+H	500.0	1.0	220.009133509
115.556938739	88.6770019531	5442.08740234	270	M+H	500.0	1.0	114.549662287
207.984878888	66.641998291	53090.984375	271	M+H	500.0	1.0	206.977602436
130.007701187	49.5979995728	40681.453125	272	M+H	500.0	1.0	129.000424735
130.007667043	11.758099556	26972.1816406	273	M+H	500.0	1.0	129.000390591
130.007677607	93.4512023926	26407.2753906	274	M+H	500.0	1.0	129.000401155
130.007713417	61.9613990784	39333.0273438	275	M+H	500.0	1.0	129.000436965
143.039277916	80.7468032837	49777.796875	276	M+H	500.0	1.0	142.032001464
143.039256559	8.81604003906	23710.6132812	277	M+H	500.0	1.0	142.031980107
110.035013489	151.684997559	1927.81945801	278	M+H	500.0	1.0	109.027737037
349.571769991	101.503997803	43294.8398438	279	M+H	500.0	1.0	348.564493539
349.571812193	118.123001099	29790.6953125	280	M+H	500.0	1.0	348.564535741
70.4805030376	88.6770019531	4999.86035156	281	M+H	500.0	1.0	69.4732265856
361.594488975	101.503997803	23933.6503906	282	M+H	500.0	1.0	360.587212523
110.037312222	157.121002197	1822.15466309	283	M+H	500.0	1.0	109.03003577
76.0837099558	10.2889995575	17452.4257812	4070	M+HC13	500	1.0	74.0730835038
76.0837135638	51.117401123	14359.5244141	285	M+H	500.0	1.0	75.0764371118
201.007898589	1.54375994205	64250.4804688	286	M+H	500.0	1.0	200.000622137
201.007914181	51.117401123	56318.8867188	287	M+H	500.0	1.0	200.000637729
350.986551222	4.4220700264	66365.0703125	288	M+H	500.0	1.0	349.97927477
594.159735166	101.503997803	73687.3671875	618	M+NH4	471	0.942	576.125909611
82.5370990494	54.2019996643	123002.890625	290	M+H	500.0	1.0	81.5298225974
82.5371067274	26.6947002411	119052.34375	291	M+H	500.0	1.0	81.5298302755
205.016766512	169.850006104	2356.56665039	292	M+H	500.0	1.0	204.00949006
349.0700345	103.125999451	132957.171875	293	M+H	500.0	1.0	348.062758048
349.070160313	76.0008010864	59227.9453125	294	M+H	500.0	1.0	348.062883861
349.070042534	116.429000854	69591.5078125	295	M+H	500.0	1.0	348.062766082
104.030029764	93.4512023926	53147.65625	296	M+H	500.0	1.0	103.022753312
104.030030652	4.4220700264	42759.5546875	297	M+H	500.0	1.0	103.0227542
104.030017708	35.7907981873	39984.828125	298	M+H	500.0	1.0	103.022741256
104.030035049	68.1839981079	42606.0546875	299	M+H	500.0	1.0	103.022758597
104.030033912	83.9141998291	50121.3671875	300	M+H	500	1.0	103.02275746
199.029043556	91.8618011475	87314.375	301	M+H	500.0	1.0	198.021767104
199.029003668	4.4220700264	30382.4453125	302	M+H	500.0	1.0	198.021727216
199.028992414	32.7661018372	22381.1132812	303	M+H	500	1.0	198.021715962
73.53178986	23.6833000183	251885.796875	304	M+H	500.0	1.0	72.524513408
73.5317948113	58.8708992004	285358.5625	305	M+H	500.0	1.0	72.5245183593
158.002634414	23.6833000183	299808.03125	306	M+H	500.0	1.0	156.995357962
491.208911726	191.759994507	2130.66625977	307	M+H	500.0	1.0	490.201635274
114.558164202	91.8618011475	35622.4023438	308	M+H	500.0	1.0	113.55088775
90.5257258902	23.6833000183	480473.75	309	M+H	500.0	1.0	89.5184494382
90.5257397265	43.4677009583	495980.46875	310	M+H	500.0	1.0	89.5184632745
357.056116392	103.125999451	28395.1328125	311	M+H	500.0	1.0	356.04883994
393.289484357	199.070007324	23946.0546875	2931	M+H2C13	500	1.0	390.275507905
167.012575995	85.5090026855	423948.3125	313	M+H	500.0	1.0	166.005299543
167.012533641	4.4220700264	319252.0625	314	M+H	500.0	1.0	166.005257189
167.012575068	41.9440002441	368493.8125	315	M+H	500.0	1.0	166.005298616
750.549115436	211.955001831	2907.24194336	316	M+H	500.0	1.0	749.541838984
804.544295971	199.070007324	88256.2109375	346	M+HC13	500	1.0	802.533669519
94.5453790531	4.4220700264	74467.2109375	318	M+H	500.0	1.0	93.5381026012
94.5454210778	96.6449966431	91427.7890625	319	M+H	500.0	1.0	93.5381446258
94.5453627959	29.7299995422	48600.9414062	320	M+H	500.0	1.0	93.5380863439
151.034986115	49.5979995728	157772.0625	321	M+H	500.0	1.0	150.027709663
95.0437024119	85.5090026855	87470.421875	322	M+H	500.0	1.0	94.0364259599
125.986086273	55.7597999573	340941.75	323	M+H	500.0	1.0	124.978809821
125.986058591	34.2727012634	311416.6875	324	M+H	500.0	1.0	124.978782139
180.98939576	2.97653007507	33035.3359375	325	M+H	500.0	1.0	179.982119308
123.048523984	93.4512023926	57811.3203125	326	M+H	500.0	1.0	122.041247532
123.048550793	34.2727012634	9655.46386719	262	M+ACN+H	498	0.996	81.0147252377
242.283636522	128.520996094	12813.3369141	328	M+H	500.0	1.0	241.27636007
242.28382418	88.6770019531	7327.33056641	329	M+H	500.0	1.0	241.276547728
242.283609149	135.544998169	11114.5429688	330	M+H	500	1.0	241.276332697
84.0927917637	4.4220700264	21136.3691406	331	M+H	500.0	1.0	83.0855153117
511.04985621	241.513000488	1960.68652344	332	M+H	500.0	1.0	510.042579758
519.066574709	259.915008545	2353.00292969	333	M+H	500.0	1.0	518.059298257
102.535299743	96.6449966431	204821.015625	334	M+H	500.0	1.0	101.528023291
102.535294695	4.4220700264	212526.390625	335	M+H	500.0	1.0	101.528018243
102.53530502	28.2140007019	160052.515625	336	M+H	500.0	1.0	101.528028568
395.366395739	259.915008545	1287.01696777	337	M+H	500.0	1.0	394.359119287
412.128666777	245.214996338	8306.48925781	355	M+HC13	500	1.0	410.118040325
433.107266876	247.06199646	5334.81640625	355	M+Na	500	1.0	410.118045796
446.07219133	259.915008545	1747.48950195	340	M+H	500.0	1.0	445.064914878
272.563712887	268.899993896	3463.77124023	341	M+H	500.0	1.0	271.556436435
383.037273541	274.305999756	2322.57836914	342	M+H	500.0	1.0	382.029997089
383.157583092	274.305999756	2225.37548828	343	M+H	500.0	1.0	382.15030664
430.120626807	259.915008545	2893.92626953	344	M+H	500.0	1.0	429.113350355
383.147923065	272.5	2175.85766602	345	M+H	500.0	1.0	382.140646613
